uri,sort_name,authority_id,created_by,
/agents/people/57998,"Stafford, Ward, 1788-1851",http://id.loc.gov/authorities/names/n88641374,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58008,"Hájek, Josef",http://id.loc.gov/authorities/names/n80132386,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58021,"Van Wagenen, Gertrude, 1893-",http://id.loc.gov/authorities/names/n85809660,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58071,"Edwards, Timothy, 1738-1813",http://id.loc.gov/authorities/names/n93062652,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58072,"Singer, Dorothy G.",http://id.loc.gov/authorities/names/n78093534,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58076,"Kurtz, Harold",http://id.loc.gov/authorities/names/no97029935,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58090,"Libassi, F. Peter (Frank Peter), 1930-",http://id.loc.gov/authorities/names/no2006119003,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58092,"Barash, Ephraim, 1892-1943",http://id.loc.gov/authorities/names/no2009124350,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58095,"Maxwell, George Hebard, 1860-1946",http://id.loc.gov/authorities/names/n2002027144,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58103,"Fitzgerald, Penelope Laurans",http://id.loc.gov/authorities/names/n88034003,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58105,"Boswell, James, 1806-1857",http://id.loc.gov/authorities/names/no2011041209,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58118,"Cooper, Peter B.",http://id.loc.gov/authorities/names/n80087881,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58129,"Napier, William, 1740?-1812",http://id.loc.gov/authorities/names/n88140923,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58137,"Ivancich, Gianfranco",http://id.loc.gov/authorities/names/n78048575,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58147,"Glaser, Robert J., 1918-",http://id.loc.gov/authorities/names/n84204949,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58153,"Creighton, Clara, 1892-1978",http://id.loc.gov/authorities/names/n00041799,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58173,"Foote, Caroline Augusta Street, -1863",http://id.loc.gov/authorities/names/n2009164216,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58174,"Devrient, Wilhelm",http://id.loc.gov/authorities/names/no2002058741,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58178,"Ihlder, John, 1876-1958",http://id.loc.gov/authorities/names/nr92034145,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58192,"Nason, John W.",http://id.loc.gov/authorities/names/n82077098,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58194,"Alexander, Constance Grosvenor",http://id.loc.gov/authorities/names/nr97033711,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/58208,"Lawson, Kate Drain",http://id.loc.gov/authorities/names/n97864646,lyrasis-dts,Could not retrieve Wikidata URI
